1,'atmosphereCM',5,'cropBgSOCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',8,'cropCortCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',15,'cropFirtCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',16,'cropGbfCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',18,'cropLeafCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',26,'cropStlkCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',34,'grassFirtCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',35,'grassGbfCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',36,'grassLeafCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',42,'grassStlkCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',52,'treeBarkCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',54,'treeBranCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',55,'treeCortCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',62,'treeFirtCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',63,'treeLeafCM','add','ignore','ignore','ignore','ignore','ignore',1
1,'atmosphereCM',73,'treeStemCM','add','ignore','ignore','ignore','ignore','ignore',1
3,'bioCharCM',48,'soilDPM','ignore','ignore','add','ignore','ignore','ignore',1
3,'bioCharCM',50,'soilIOM','ignore','ignore','add','ignore','ignore','ignore',1
3,'bioCharCM',51,'soilRPM','ignore','ignore','add','ignore','ignore','ignore',1
4,'cropAnimProdCM',0,'atmosphereCH4C','ignore','ignore','ignore','ignore','ignore','ignore',1
4,'cropAnimProdCM',1,'atmosphereCM','ignore','ignore','ignore','ignore','ignore','ignore',1
4,'cropAnimProdCM',2,'atmosphereN','ignore','ignore','ignore','ignore','ignore','ignore',1
5,'cropBgSOCM',0,'atmosphereCH4C','subtract','ignore','ignore','ignore','add','ignore',1
5,'cropBgSOCM',1,'atmosphereCM','subtract','ignore','ignore','ignore','ignore','ignore',1
5,'cropBgSOCM',2,'atmosphereN','ignore','ignore','ignore','ignore','ignore','add',1
5,'cropBgSOCM',6,'cropBgSOProdCM','subtract','ignore','ignore','ignore','ignore','ignore',1
5,'cropBgSOCM',7,'cropBiofuelProdCM','subtract','ignore','ignore','ignore','ignore','ignore',1
5,'cropBgSOCM',9,'cropDBgSOdCM','subtract','add','ignore','ignore','ignore','ignore',1
5,'cropBgSOCM',20,'cropRBgSOdCM','subtract','add','ignore','ignore','ignore','ignore',1
5,'cropBgSOCM',50,'soilIOM','subtract','ignore','add','ignore','ignore','ignore',1
6,'cropBgSOProdCM',0,'atmosphereCH4C','ignore','ignore','ignore','ignore','add','ignore',1
6,'cropBgSOProdCM',1,'atmosphereCM','ignore','ignore','ignore','ignore','ignore','ignore',1
6,'cropBgSOProdCM',2,'atmosphereN','ignore','ignore','ignore','ignore','ignore','add',1
6,'cropBgSOProdCM',3,'bioCharCM','ignore','ignore','ignore','ignore','ignore','ignore',1
6,'cropBgSOProdCM',4,'cropAnimProdCM','ignore','ignore','ignore','ignore','ignore','ignore',1
6,'cropBgSOProdCM',7,'cropBiofuelProdCM','ignore','ignore','ignore','ignore','ignore','ignore',1
7,'cropBiofuelProdCM',0,'atmosphereCH4C','ignore','ignore','ignore','ignore','ignore','ignore',1
7,'cropBiofuelProdCM',1,'atmosphereCM','ignore','ignore','ignore','ignore','ignore','ignore',1
7,'cropBiofuelProdCM',2,'atmosphereN','ignore','ignore','ignore','ignore','ignore','ignore',1
7,'cropBiofuelProdCM',3,'bioCharCM','ignore','ignore','ignore','ignore','ignore','ignore',1
8,'cropCortCM',0,'atmosphereCH4C','subtract','ignore','ignore','ignore','add','ignore',1
8,'cropCortCM',1,'atmosphereCM','subtract','ignore','ignore','ignore','ignore','ignore',1
8,'cropCortCM',2,'atmosphereN','ignore','ignore','ignore','ignore','ignore','add',1
8,'cropCortCM',3,'bioCharCM','subtract','ignore','ignore','ignore','ignore','ignore',1
8,'cropCortCM',7,'cropBiofuelProdCM','subtract','ignore','ignore','ignore','ignore','ignore',1
8,'cropCortCM',10,'cropDCodrCM','subtract','add','ignore','ignore','ignore','ignore',1
8,'cropCortCM',21,'cropRCodrCM','subtract','add','ignore','ignore','ignore','ignore',1
8,'cropCortCM',50,'soilIOM','subtract','ignore','add','ignore','ignore','ignore',1
9,'cropDBgSOdCM',0,'atmosphereCH4C','ignore','subtract','ignore','ignore','add','ignore',1
9,'cropDBgSOdCM',1,'atmosphereCM','ignore','subtract','ignore','ignore','ignore','ignore',1
9,'cropDBgSOdCM',2,'atmosphereN','ignore','ignore','ignore','ignore','ignore','add',1
9,'cropDBgSOdCM',3,'bioCharCM','ignore','subtract','ignore','ignore','ignore','ignore',1
9,'cropDBgSOdCM',7,'cropBiofuelProdCM','ignore','subtract','ignore','ignore','ignore','ignore',1
9,'cropDBgSOdCM',48,'soilDPM','ignore','subtract','add','ignore','ignore','ignore',1
9,'cropDBgSOdCM',49,'soilHUM','ignore','subtract','add','ignore','ignore','ignore',1
9,'cropDBgSOdCM',50,'soilIOM','ignore','subtract','add','ignore','ignore','ignore',1
10,'cropDCodrCM',0,'atmosphereCH4C','ignore','subtract','ignore','ignore','add','ignore',1
10,'cropDCodrCM',1,'atmosphereCM','ignore','subtract','ignore','ignore','ignore','ignore',1
